,power_consumption
137,-0.5717628091630788
138,-0.11829662009007334
139,0.08782437494311093
140,0.39013516765844786
141,0.22523837163190047
142,0.005375976929837221
143,-0.08394312091787597
144,-0.5236679103220024
145,-0.5923749086663972
146,-0.503055810818684
147,-0.7984959036995815
148,-0.5442800098253209
149,-0.5442800098253209
150,-0.34502971462657606
151,-0.48244371131536556
152,-0.48244371131536556
153,-0.5305386101564419
154,-0.777883804196263
155,-0.8603322022095368
156,-0.94965130005725
157,-0.2831934161166208
158,-0.17326221876558917
159,-0.5511507096597603
160,-0.42747811263984975
161,-0.48931441114980506
162,-0.06333102141455754
163,0.14966067345306622
164,0.47945426550616105
165,0.34204026881737154
166,-0.09081382075231545
167,0.06034157560535303
168,0.0397294761020346
169,0.08095367510867146
170,-0.015236122573481206
171,-0.12516731992451283
172,-0.21448641777222602
173,-0.2213571176066655
174,0.005375976929837221
175,-0.29693481578549974
176,-0.3175469152888182
177,-0.5236679103220024
178,-0.8465908025406578
179,-0.8191080032028999
180,-0.23509851727554446
181,-0.29006411595106024
182,-0.34502971462657606
183,-0.38625391363321293
184,-0.24196921710998393
185,-0.2694520164477418
186,-0.02210682240792068
187,0.3351695689829321
188,0.19775557229414256
189,-0.4687023116464866
190,-0.48244371131536556
191,0.08095367510867146
192,0.12217787411530831
193,0.06721227543979251
194,-0.02210682240792068
195,-0.2694520164477418
196,-0.6748233066796709
197,-0.4549609119776077
198,-0.2831934161166208
199,-0.3931246134676524
200,-0.38625391363321293
201,-0.37938321379877343
202,-0.7504010048585051
203,-0.791625203865142
204,-0.7297889053551867
205,-0.08394312091787597
206,-0.38625391363321293
207,-0.4755730114809261
208,-0.40686601313653137
209,-0.372512513964334
210,-0.04271892191123911
211,0.3557816684862505
212,0.3282988691484926
213,-0.516797210487563
214,-0.14577941942783126
215,0.09469507477755042
216,-0.24196921710998393
217,0.019117376598716172
218,-0.06333102141455754
219,-0.6335991076730341
220,-0.13890871959339177
221,-0.04958962174567859
222,-0.08394312091787597
223,-0.5580214094941999
224,-0.5099265106531234
225,-0.5099265106531234
226,-0.8465908025406578
227,-0.39999531330209187
228,-0.42747811263984975
229,-0.791625203865142
230,-0.7504010048585051
231,-0.7847545040307026
232,-0.7023061060174288
233,-0.7572717046929446
234,-0.6129870081697156
235,-0.42747811263984975
236,-0.18013291860002864
237,-0.3931246134676524
238,-0.805366603534021
239,-0.9152978008850525
240,-0.805366603534021
241,-0.7023061060174288
242,-0.7710131043618236
243,-0.5580214094941999
244,-0.9908754990638868
245,-0.9565219998916894
246,-0.963392699726129
247,-0.6267284078385946
248,-0.661081907010792
249,-0.5923749086663972
250,-0.6061163083352762
251,-0.14577941942783126
252,-0.09768452058675492
253,-0.4206074128054103
254,-0.372512513964334
255,-0.49618511098424456
256,-0.3038055156199392
257,-0.35190041446101555
258,-0.24196921710998393
259,-0.2831934161166208
260,-0.34502971462657606
261,-0.358771114295455
262,-0.6129870081697156
263,-0.6267284078385946
264,-0.8534615023750973
265,-0.5855042088319578
266,-0.935909900388371
267,-0.8946857013817342
268,-0.661081907010792
269,-0.49618511098424456
270,-0.3106762154543787
271,-0.49618511098424456
272,-0.5580214094941999
273,-0.25571061677886286
274,-0.3244176151232576
275,-0.4755730114809261
276,-0.7710131043618236
277,-0.7641424045273841
278,-0.6748233066796709
279,-0.6129870081697156
280,-0.6954354061829894
281,-0.6198577080041551
282,-0.358771114295455
283,0.12904857394974778
284,0.8367306568970139
285,1.3039382456388982
286,1.5650248393475983
287,1.6955681362019484
288,1.448222942162127
289,0.9947567530891218
290,-0.18013291860002864
291,0.5000663650094795
292,0.8985669554069691
293,0.9054376552414086
294,0.6168682621949506
295,0.4657128658372821
296,0.1840141726252636
297,-0.12516731992451283
298,-0.4618316118120471
299,-0.22822781744110496
300,-0.38625391363321293
301,-0.5786335089975182
302,-0.4618316118120471
303,-0.5717628091630788
304,-0.5717628091630788
305,-0.5855042088319578
306,-0.38625391363321293
307,0.24585047113521888
308,0.7611529587181796
309,1.4550936419965668
310,1.6818267365330695
311,1.9016891312351327
312,0.6512217613671479
313,0.40387656732732685
314,0.2389797713007794
315,-0.06333102141455754
316,0.04660017593647408
317,-0.09768452058675492
318,0.032858776267595126
319,0.17027277295638465
320,-0.015236122573481206
321,-0.02210682240792068
322,-0.1045552204211944
323,-0.2488399169444234
324,-0.24196921710998393
325,-0.3175469152888182
326,-0.2213571176066655
327,-0.20761571793778655
328,-0.2213571176066655
329,-0.23509851727554446
330,0.11530717428086884
331,0.43135936666508473
332,0.16340207312194518
333,0.12904857394974778
334,-0.16639151893114967
335,0.012246676764276697
336,0.31455746947961366
337,-0.035848222076799635
338,0.012246676764276697
339,-0.09081382075231545
340,-0.07020172124899701
341,-0.06333102141455754
342,-0.14577941942783126
343,-0.15265011926227073
344,-0.11829662009007334
345,-0.3038055156199392
346,-0.6335991076730341
347,-0.4480902121431682
348,0.10843647444642936
349,-0.2831934161166208
350,-0.14577941942783126
351,-0.3656418141298945
352,-0.17326221876558917
353,-0.19387431826890758
354,0.09469507477755042
355,0.45884216600284267
356,0.8367306568970139
357,0.6718338608704664
358,0.5412905640161163
359,0.7336701593804217
360,0.36265236832069
361,-0.06333102141455754
362,-0.056460321580118066
363,0.22523837163190047
364,-0.02897752224236016
365,-0.11142592025563387
366,-0.056460321580118066
367,-0.12516731992451283
368,-0.24196921710998393
369,-0.23509851727554446
370,-0.6816940065141104
371,-0.7229182055207473
372,-0.5855042088319578
373,-0.20074501810334705
374,-0.372512513964334
375,-0.358771114295455
376,-0.4755730114809261
377,-0.29693481578549974
378,0.012246676764276697
379,0.25272117096965835
380,0.781765058221498
381,0.506937064843919
382,0.520678464512798
383,0.39700586749288735
384,0.2939453699762952
385,0.2802039703074163
386,0.2389797713007794
387,0.17027277295638465
388,-0.09768452058675492
389,-0.17326221876558917
390,-0.1870036184344681
391,-0.2694520164477418
392,-0.39999531330209187
393,-0.23509851727554446
394,-0.503055810818684
395,-0.7297889053551867
396,-0.8122373033684605
397,-0.9221685007194921
398,-0.8191080032028999
399,-1.0046168987327657
400,-0.4137367129709708
401,-0.4480902121431682
402,-0.49618511098424456
403,-0.18013291860002864
404,-0.6129870081697156
405,-1.0046168987327657
406,-1.7122989816800318
407,-1.7329110811833501
408,-1.8565836782032608
409,-1.829100878865503
410,-1.7672645803555476
411,-1.3000569916136633
412,-0.6748233066796709
413,-0.7023061060174288
414,-0.8259787030373393
415,-0.3931246134676524
416,0.032858776267595126
417,-0.2763227162821813
418,-0.29693481578549974
419,-0.358771114295455
420,-0.4480902121431682
421,-0.2831934161166208
422,-0.22822781744110496
423,-0.1045552204211944
424,-0.2488399169444234
425,-0.2488399169444234
426,-0.11829662009007334
427,-0.11829662009007334
428,-0.48244371131536556
429,-0.9977461988983263
430,-0.9152978008850525
431,-1.0870652967460395
432,-1.2382206931037079
433,-1.671074782673395
434,-1.801618079527745
435,-1.629850583666758
436,-1.698557582011153
437,-1.3481518904547396
438,-1.2176085936003895
439,-0.935909900388371
440,-0.8809443017128552
441,-0.7710131043618236
442,-0.9290392005539315
443,-0.6748233066796709
444,-0.056460321580118066
445,-0.1870036184344681
446,-0.5648921093286393
447,-0.3931246134676524
448,-0.34502971462657606
449,-0.3175469152888182
450,0.012246676764276697
451,0.34204026881737154
452,0.34891096865181104
453,0.5275491643472374
454,0.20462627212858203
455,0.2664625706385373
456,0.10156577461198989
457,-0.1595208190967102
458,-0.09768452058675492
459,-0.15265011926227073
460,-0.0770724210834365
461,-0.39999531330209187
462,-0.015236122573481206
463,-0.29693481578549974
464,-0.19387431826890758
465,-0.2488399169444234
466,-0.5648921093286393
467,-0.5717628091630788
468,-0.6061163083352762
469,-0.8259787030373393
470,-0.5923749086663972
471,-0.503055810818684
472,-0.6198577080041551
473,-0.6816940065141104
474,-0.35190041446101555
475,-0.035848222076799635
476,0.25272117096965835
477,0.4657128658372821
478,0.48632496534060055
479,0.5275491643472374
480,0.34891096865181104
481,-0.11142592025563387
482,-0.04271892191123911
483,0.45197146616840317
484,0.02598807643315565
485,-0.16639151893114967
486,-0.1045552204211944
487,-0.035848222076799635
488,-0.15265011926227073
489,-0.38625391363321293
490,-0.7091768058518683
491,-0.777883804196263
492,-0.805366603534021
493,-0.9908754990638868
494,-0.9977461988983263
495,-1.0183582984016448
496,-0.48244371131536556
497,-0.4206074128054103
498,-0.34502971462657606
499,-0.14577941942783126
500,0.2802039703074163
501,0.43135936666508473
502,0.5275491643472374
503,0.34204026881737154
504,0.10843647444642936
505,-0.2488399169444234
506,0.2389797713007794
507,0.34204026881737154
508,0.0397294761020346
509,-0.17326221876558917
510,-0.12516731992451283
511,-0.13890871959339177
512,-0.16639151893114967
513,-0.26258131661330236
514,-0.7160475056863078
515,-0.23509851727554446
516,-0.26258131661330236
517,-0.6816940065141104
518,-0.7641424045273841
519,-0.7091768058518683
520,-0.5717628091630788
521,-0.6198577080041551
522,-0.5442800098253209
523,-0.07020172124899701
524,0.7267994595459822
525,1.1940070482878666
526,1.4619643418310062
527,1.6062490383542352
528,1.8398528327251773
529,1.6680853368641904
530,1.475705741499885
531,1.41386944298993
532,0.9947567530891218
533,0.8367306568970139
534,0.6168682621949506
535,0.5756440631883137
536,0.31455746947961366
537,0.08095367510867146
538,-0.3038055156199392
539,-0.20074501810334705
540,-0.37938321379877343
541,-0.5236679103220024
542,-0.5855042088319578
543,-0.39999531330209187
544,-0.6267284078385946
545,-0.5236679103220024
546,-0.3106762154543787
547,0.032858776267595126
548,0.5481612638505559
549,0.4104641760410748
550,0.520678464512798
551,0.7474115590493007
552,0.3214281693140531
553,-0.1045552204211944
554,0.20462627212858203
555,0.5481612638505559
556,0.17027277295638465
557,-0.7366596051896261
558,-0.48244371131536556
559,-0.33815901479213656
560,-0.40686601313653137
561,-0.5374093099908814
562,-0.7641424045273841
563,-0.4480902121431682
564,-0.40686601313653137
565,-0.6954354061829894
566,-0.7297889053551867
567,-0.7435303050240657
568,-0.7435303050240657
569,-0.7435303050240657
570,-0.777883804196263
571,-0.6816940065141104
572,-1.0664531972427211
573,-1.327539790951421
574,-1.4443416881368922
575,-1.0114875985672052
576,-1.9802562752231714
577,-2.0283511740642477
578,-1.251962092772587
579,-1.0733238970771606
580,-1.0870652967460395
581,-1.0320996980705237
582,-1.1145480960837975
583,-1.0046168987327657
584,-0.8878150015472946
585,-0.9015564012161736
586,-0.963392699726129
587,-0.9977461988983263
588,-0.5442800098253209
589,-0.48931441114980506
590,-0.7847545040307026
591,-0.6542112071763525
592,-0.8397201027062183
593,-0.8740736018784158
594,-0.7572717046929446
595,-0.7091768058518683
596,-1.0320996980705237
597,-1.4374709883024528
598,-1.5405314858190449
599,-1.8359715786999424
600,-1.9802562752231714
601,-1.629850583666758
602,-1.4786951873090897
603,-1.526790086150166
604,-1.8428422785343819
605,-1.5748849849912423
606,-1.4443416881368922
607,-0.9840047992294474
608,-0.9771340993950078
609,-0.9015564012161736
610,-0.805366603534021
611,-0.8809443017128552
612,-0.9084271010506131
613,-1.0183582984016448
614,-1.0458410977394026
615,-0.6061163083352762
616,-0.6129870081697156
617,-0.7710131043618236
618,-0.6335991076730341
619,-0.25571061677886286
620,0.13591927378418728
621,0.22523837163190047
622,0.14966067345306622
623,0.012246676764276697
624,0.02598807643315565
625,-0.24196921710998393
626,-0.24196921710998393
627,-0.26258131661330236
628,-0.11829662009007334
629,-0.29006411595106024
630,-0.14577941942783126
631,-0.2488399169444234
632,-0.2694520164477418
633,-0.4206074128054103
634,-0.8259787030373393
635,-0.7572717046929446
636,-0.7023061060174288
637,-0.8740736018784158
638,-1.0252289982360843
639,-1.1763843945937527
640,-0.935909900388371
641,-0.3106762154543787
642,-0.4755730114809261
643,-0.08394312091787597
644,0.17027277295638465
645,0.2733332704729768
646,0.053470875770913556
647,0.2733332704729768
648,-0.0770724210834365
649,-0.056460321580118066
650,-0.0014947229046022548
651,0.2870746701418557
652,0.20462627212858203
653,-0.0014947229046022548
654,0.11530717428086884
655,-0.1595208190967102
656,-0.11142592025563387
657,-0.33815901479213656
658,-0.7572717046929446
659,-0.6542112071763525
660,-0.6816940065141104
661,-0.9084271010506131
662,-0.9908754990638868
663,-1.0595824974082815
664,-1.1145480960837975
665,-1.1282894957526763
666,-0.33815901479213656
667,-0.3931246134676524
668,-0.07020172124899701
669,0.17027277295638465
670,0.1565313732875057
671,0.13591927378418728
672,-0.008365422739041731
673,-0.12516731992451283
674,0.02598807643315565
675,0.14278997361862675
676,0.17027277295638465
677,0.1565313732875057
678,-0.0014947229046022548
679,-0.08394312091787597
680,-0.23509851727554446
681,-0.24196921710998393
682,-0.661081907010792
683,-0.5717628091630788
684,-0.7641424045273841
685,-0.8122373033684605
686,-0.935909900388371
687,-1.0183582984016448
688,-0.963392699726129
689,-1.1557722950904343
690,-0.935909900388371
691,-0.6198577080041551
692,0.09469507477755042
693,0.25959187080409785
694,0.25272117096965835
695,0.21836767179746097
696,0.25272117096965835
697,0.3557816684862505
698,-0.1870036184344681
699,0.11530717428086884
700,0.39013516765844786
701,0.6306096618638295
702,0.3557816684862505
703,0.08782437494311093
704,-0.12516731992451283
705,-0.23509851727554446
706,-0.503055810818684
707,-0.5923749086663972
708,-0.7504010048585051
709,-0.8328494028717789
710,-0.8946857013817342
711,-0.9702633995605684
712,-0.9290392005539315
713,-0.8603322022095368
714,-0.8603322022095368
715,-0.5580214094941999
716,-0.0770724210834365
717,-0.008365422739041731
718,0.12904857394974778
719,-0.0014947229046022548
720,0.24585047113521888
721,0.10156577461198989
722,0.032858776267595126
723,0.019117376598716172
724,-0.1595208190967102
725,-0.15265011926227073
726,-0.14577941942783126
727,-0.22822781744110496
728,-0.3244176151232576
729,-0.358771114295455
730,-0.6679526068452314
731,-0.6885647063485498
732,-0.8122373033684605
733,-0.8740736018784158
734,-0.8397201027062183
735,-0.9290392005539315
736,-0.9840047992294474
737,-1.0320996980705237
738,-1.1420308954215552
739,-1.052711797573842
740,-1.107677396249358
741,-1.3618932901236185
742,-1.5886263846601212
743,-1.6779454825078344
744,-1.7466524808522292
745,-1.801618079527745
746,-1.8153594791966239
747,-1.7054282818455924
748,-1.499307286812408
749,-1.1557722950904343
750,-1.093935996580479
751,-0.02795871595358285
752,-0.07501009898437341
753,-0.2213571176066655
754,-0.44121951230872875
755,-0.4573932347751316
756,-0.5665038174378977
757,-0.5829881940798297
758,-0.585992921069916
759,-0.5883095663717334
760,-0.5964789281458346
761,-0.5717628091630788
762,-0.4183261038449251
763,-0.07992093505768262
764,0.20462627212858203
765,0.4116867357046248
766,0.356605037283093
767,0.2870746701418557
768,0.18194357686381407
769,0.019117376598716172
770,0.10156577461198989
771,0.1612922773154639
772,0.10954672960113823
773,0.0913193894222323
774,-1.1489015952559947
775,-1.0389703979049631
776,-0.963392699726129
777,-0.9221685007194921
778,-0.9152978008850525
779,-0.8328494028717789
780,-0.9977461988983263
781,-1.1557722950904343
782,-1.1901257942626315
783,-1.1282894957526763
784,-1.1557722950904343
785,-1.1351601955871158
786,-1.0114875985672052
787,-0.8328494028717789
788,-0.015236122573481206
789,0.36265236832069
790,0.356605037283093
791,0.7336701593804217
792,0.5275491643472374
793,-0.06333102141455754
794,0.5275491643472374
795,0.36265236832069
796,0.10954672960113823
797,0.3832644678240084
798,-0.02210682240792068
799,0.032858776267595126
800,-0.16639151893114967
801,-0.23509851727554446
802,-0.5923749086663972
803,-0.6473405073419131
804,-0.7984959036995815
805,-0.8672029020439762
806,-0.9565219998916894
807,-0.9565219998916894
808,-0.9427806002228105
809,-1.0320996980705237
810,-0.8465908025406578
811,-0.6198577080041551
812,0.04660017593647408
813,0.25959187080409785
814,0.3214281693140531
815,0.4176179669962058
816,0.10843647444642936
817,0.14278997361862675
818,0.19775557229414256
819,0.21836767179746097
820,0.19088487245970306
821,0.13591927378418728
822,0.0397294761020346
823,0.012246676764276697
824,-0.11829662009007334
825,-0.056460321580118066
826,-0.4687023116464866
827,-0.5511507096597603
828,-0.7572717046929446
829,-0.9152978008850525
830,-0.7847545040307026
831,-0.8328494028717789
832,-0.9702633995605684
833,-0.9427806002228105
834,-0.7366596051896261
835,-0.5580214094941999
836,0.16340207312194518
837,0.10156577461198989
838,0.30768676964517416
839,0.45884216600284267
840,0.30768676964517416
841,0.012246676764276697
842,0.13591927378418728
843,0.1840141726252636
844,0.07408297527423198
845,0.12904857394974778
846,0.10843647444642936
847,-0.07020172124899701
848,-0.1595208190967102
849,-0.09081382075231545
850,-0.4618316118120471
851,-0.5580214094941999
852,-0.7297889053551867
853,-0.8740736018784158
854,-0.9565219998916894
855,-0.9565219998916894
856,-0.963392699726129
857,-1.0389703979049631
858,-0.8465908025406578
859,-0.5992456085008366
860,0.17027277295638465
861,0.3214281693140531
862,0.5550319636849953
863,0.44510076633396367
864,0.4244886668306453
865,0.2114969719630215
866,0.9672739537513638
867,0.1565313732875057
868,0.43135936666508473
869,0.6512217613671479
870,0.14278997361862675
871,0.10156577461198989
872,0.12217787411530831
873,-0.07020172124899701
874,-0.42747811263984975
875,-0.6335991076730341
876,-0.7160475056863078
877,-0.8603322022095368
878,-0.9908754990638868
879,-1.0114875985672052
880,-1.0046168987327657
881,-1.1008066964149184
882,-0.963392699726129
883,-0.6542112071763525
884,0.04660017593647408
885,0.13591927378418728
886,0.2870746701418557
887,0.2114969719630215
888,0.2114969719630215
889,0.019117376598716172
890,0.08095367510867146
891,0.012246676764276697
892,0.10954672960113823
893,0.0913193894222323
894,0.03129420535032762
895,-0.02795871595358285
896,-0.07501009898437341
897,-0.2213571176066655
898,-0.44121951230872875
899,-0.4573932347751316
900,-0.5665038174378977
901,-0.5829881940798297
902,-0.585992921069916
903,-0.5883095663717334
904,-0.5964789281458346
905,-0.5717628091630788
906,-0.4183261038449251
907,-0.07992093505768262
908,0.20462627212858203
909,0.4116867357046248
910,0.356605037283093
911,0.2870746701418557
912,0.18194357686381407
913,0.019117376598716172
914,0.10156577461198989
915,0.1612922773154639
916,0.10954672960113823
917,0.0913193894222323
918,0.03129420535032762
919,-0.02795871595358285
920,-0.07501009898437341
921,-0.2213571176066655
922,-0.44121951230872875
923,-0.4573932347751316
924,-0.5665038174378977
925,-0.5829881940798297
926,-0.585992921069916
927,-0.5883095663717334
928,-0.5964789281458346
929,-0.5717628091630788
930,-0.4183261038449251
931,-0.07992093505768262
932,0.20462627212858203
933,0.4116867357046248
934,0.356605037283093
935,0.2870746701418557
936,0.18194357686381407
937,0.019117376598716172
938,0.10156577461198989
939,0.1612922773154639
940,0.10954672960113823
941,0.0913193894222323
942,0.03129420535032762
943,-0.02795871595358285
944,-0.07501009898437341
945,-0.2213571176066655
946,-0.44121951230872875
947,-0.4573932347751316
948,-0.5665038174378977
949,-0.5829881940798297
950,-0.585992921069916
951,-0.5883095663717334
952,-0.5964789281458346
953,-0.5717628091630788
954,-0.4183261038449251
955,-0.07992093505768262
956,0.20462627212858203
957,0.4116867357046248
958,0.356605037283093
959,0.2870746701418557
960,0.18194357686381407
961,0.019117376598716172
962,0.10156577461198989
963,0.1612922773154639
964,0.10954672960113823
965,0.0913193894222323
966,0.03129420535032762
967,-0.02795871595358285
968,-0.07501009898437341
969,-0.2213571176066655
970,-0.44121951230872875
971,-0.4573932347751316
972,-0.5665038174378977
973,-0.5829881940798297
974,-0.585992921069916
975,-0.5883095663717334
976,-0.5964789281458346
977,-0.5717628091630788
978,-0.4183261038449251
979,-0.07992093505768262
980,0.20462627212858203
981,0.4116867357046248
982,0.9191790549102875
983,1.0153688525924403
984,0.9191790549102875
985,0.7474115590493007
986,0.5619026635194347
987,0.5481612638505559
988,-0.11829662009007334
989,0.20462627212858203
990,0.19775557229414256
991,0.06034157560535303
992,-0.02897752224236016
993,-0.2488399169444234
994,-0.5511507096597603
995,-0.661081907010792
996,-0.7710131043618236
997,-0.9152978008850525
998,-0.9702633995605684
999,-1.052711797573842
1000,-1.0870652967460395
1001,-1.0664531972427211
1002,-0.8465908025406578
1003,-0.7710131043618236
1004,-0.18013291860002864
1005,0.04660017593647408
1006,0.08782437494311093
1007,-0.06333102141455754
1008,-0.11142592025563387
1009,-0.21448641777222602
1010,-0.2488399169444234
1011,-0.29693481578549974
1012,-0.11829662009007334
1013,-0.3656418141298945
1014,-0.14577941942783126
1015,-0.3931246134676524
1016,-0.6129870081697156
1017,-0.5992456085008366
1018,-0.8672029020439762
1019,-0.8740736018784158
1020,-0.9084271010506131
1021,-0.9908754990638868
1022,-1.0389703979049631
1023,-1.2313499932692684
1024,-1.355022590289179
1025,-1.2794448921103447
1026,-1.1145480960837975
1027,-1.1489015952559947
1028,-1.2313499932692684
1029,-1.4031174891302554
1030,-1.4786951873090897
1031,-1.485565887143529
1032,-1.7260403813489107
1033,-1.7672645803555476
1034,-1.6161091839978792
1035,-1.5542728854879237
1036,-1.382505389626937
1037,-1.1489015952559947
1038,-1.0870652967460395
1039,-0.9084271010506131
1040,-0.935909900388371
1041,-0.935909900388371
1042,-0.9290392005539315
1043,-1.0389703979049631
1044,-1.0114875985672052
1045,-1.2382206931037079
1046,-1.1557722950904343
1047,-1.2588327926070264
1048,-1.224479293434829
1049,-1.2863155919447842
1050,-1.1145480960837975
1051,-1.0870652967460395
1052,-0.8603322022095368
1053,-0.6335991076730341
1054,-0.7366596051896261
1055,-0.8465908025406578
1056,-1.0389703979049631
1057,-0.9977461988983263
1058,-0.9702633995605684
1059,-1.0733238970771606
1060,-0.9427806002228105
1061,-0.9290392005539315
1062,-0.6198577080041551
1063,-0.5648921093286393
1064,-0.5855042088319578
1065,-0.6679526068452314
1066,-0.8809443017128552
1067,-0.9977461988983263
1068,-1.0252289982360843
1069,-1.1282894957526763
1070,-1.2038671939315106
1071,-1.224479293434829
1072,-1.21073789376595
1073,-1.251962092772587
1074,-1.2931862917792238
1075,-1.2588327926070264
1076,-1.3000569916136633
1077,-1.396246789295816
1078,-1.6779454825078344
1079,-1.8359715786999424
1080,-1.8359715786999424
1081,-1.9390320762165345
1082,-1.9802562752231714
1083,-1.7672645803555476
1084,-1.3756346897924974
1085,-1.5199193863157265
1086,-1.2313499932692684
1087,-1.1557722950904343
1088,-1.0389703979049631
1089,-0.9702633995605684
1090,-0.9977461988983263
1091,-1.0595824974082815
1092,-1.0595824974082815
1093,-1.1901257942626315
1094,-1.224479293434829
1095,-1.1557722950904343
1096,-1.2863155919447842
1097,-1.224479293434829
1098,-1.2931862917792238
1099,-1.3344104907858607
1100,-1.4786951873090897
1101,-1.6848161823422738
1102,-1.7672645803555476
1103,-1.829100878865503
1104,-1.904678577044337
1105,-2.062704673236445
1106,-2.062704673236445
1107,-1.251962092772587
1108,-1.8909371773754582
1109,-1.5680142851568029
1110,-1.2657034924414658
1111,-1.1489015952559947
1112,-0.9015564012161736
1113,-0.9290392005539315
1114,-0.935909900388371
1115,-0.8191080032028999
1116,-0.9290392005539315
1117,-1.093935996580479
1118,-1.1489015952559947
1119,-1.2588327926070264
1120,-1.2863155919447842
1121,-1.2588327926070264
1122,-1.1008066964149184
1123,-0.805366603534021
1124,-0.035848222076799635
1125,-0.22822781744110496
1126,-0.14577941942783126
1127,0.08782437494311093
1128,-0.2213571176066655
1129,-0.43434881247428925
1130,-0.20074501810334705
1131,-0.07020172124899701
1132,0.5893854628571927
1133,-0.20761571793778655
1134,-0.2488399169444234
1135,-0.26258131661330236
1136,-0.3106762154543787
1137,-0.34502971462657606
1138,-0.6748233066796709
1139,-0.6335991076730341
1140,-0.7229182055207473
1141,-0.8946857013817342
1142,-0.9565219998916894
1143,-0.9771340993950078
1144,-0.1320380197589523
1145,-0.4480902121431682
1146,-0.4549609119776077
1147,-0.7023061060174288
1148,-0.11829662009007334
1149,0.04660017593647408
1150,0.39013516765844786
1151,1.070334451267956
1152,1.042851651930198
1153,0.9123083550758481
1154,1.1115586502745929
1155,1.1046879504401534
1156,0.9604032539169244
1157,0.7611529587181796
1158,0.5619026635194347
1159,0.11530717428086884
1160,-0.06333102141455754
1161,-0.02897752224236016
1162,-0.4206074128054103
1163,-0.5374093099908814
1164,-0.6679526068452314
1165,-0.8534615023750973
1166,-0.8809443017128552
1167,-0.963392699726129
1168,-0.9084271010506131
1169,-0.9908754990638868
1170,-0.25571061677886286
1171,-0.1870036184344681
1172,0.2870746701418557
1173,0.48632496534060055
1174,0.5550319636849953
1175,0.7542822588837401
1176,0.8710841560692112
1177,0.8985669554069691
1178,1.2489726469633824
1179,0.8916962555725296
1180,0.9672739537513638
1181,0.7405408592148611
1182,0.47945426550616105
1183,0.08095367510867146
